text	HS
Getting coffee with bae https://t.co/dL9F0EVH6t	0
"Ingraham: We Demand Our Elected Officials Keep America Safe. ""When a jihadist games our immigration system, gets a‘¦ https://t.co/ZGKhj2fzbt"	1
Yes @POTUS Revoke your endorsement of the TRAITOR @RepKevinYoder He betrayed you & the American People by inserting #HR392 He's trying to undermine our great @USAGSessions & is flouting US Laws.#NoHR392#EndChainMigration #YoderMustGo	1
@LindseyGrahamSC Can you please stfu and stop lecturing your colleagues, you sound like someone doing a fake lady plantation owner accent. Pussy.	0
I get a high off of how miserable your life is because you truest deserve it and it’s hysterical 😂😂	0
MY VOICE WILL NOT BE SILENT. YOU NAZI PIGS WILL PAY FOR MY RAPE AND THE RAPE OF ALL WOMEN ✊🏿, CHILDREN, PRISONERS ✊🏿, LGBTQ 🌈, ELDERLY, ....	0
Observers dismiss #Myanmar’s new inquiry into #Rohingya as political gimmick https://t.co/mvWSYez93X via @BDliveSA	0
The warning 2 the Turkish Leadership stop demanding and blackmailing Europe and the World about refugees desperate Men on a Islamic Mission	0
@htmlamanda you stupid cunt bitch! All women aren’t stupid, but all women who think like you are!!!!! Whore!	1
why this big fat ass ugly ass bitch like me 😭 she need to UNLIKE me!!!!! i love dick! tf	1
@xitsmaaarielx I miss you more main slut halavyaahhh HHAHAHHAAHAHpatatas!!! 😂😂	0
With refugees evicted, France’s ‘˜Calais Jungle’ is now a nature preserve https://t.co/yjjPtUoN0g https://t.co/beN3pgVBuH	1
Retweeted Erisios StopTTIPCETA (@everian777): Not all men are bad, nor all women are bad. but the evil and good is It's behind a decision.	0
I Love a woman in RED HEELS Big titted mother getting a cunt full of cum	1
If you have to ask why #WomenSuck you're obviously a woman.... And you suck.... #subtweet	1
COMMON SENSE IS GONE and NEVER COMING BACK!!  GERMAN INSANITY???  The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics https://t.co/Ul72TiiYOs	1
@Communism_Kills They probably do because it reminds them of the times when women had to stay in home & that's why they get hysterical lol.	0
Lawyer Mana Yegani: Immigrant Child Died In ICE Detention Center, Texas https://t.co/tEVAp47MjE	0
I like boobs as much as the next guy, but usually what they are attached to are nagging menstruating fucks! #WomenSuck	1
Me trying to flirt- I wanna eat your hot pocket	0
@poconomtn Is it wrong that my first reaction to this photo is to feel sorry for whoever had to write on that dudes ass? #QAnon #AskTheQ #TryHarderMSM #SpyGate #DeclassifyFISA #StopTheInvasion	1
@DanaPerino Farming is all about Illegal immigrant's that's who dose all the work. Who cares. LOL	1
@PhilMphela You're the most dumb nigga in the history of dumb niggas, arguing with women like a lil bitch	0
pepperspray or smth, if you dont protect yourself dont be surprised if u get raped :/' like bitch maybe just teach men not to rape women	1
@PennyRed @TIME This is not rape culture for fucks sake. It’s literally just a scumbag taking advantage of their position. Nothing new under the sun.	1
@MadKween Muh immigrantssssss	0
two children washed up on a barb wired beach another scum photographer another attempt to get the EU to take more migrants enough propaganda	1
Help @Project17UK continue the amazing campaigning, training &amp; frontline support they provide re: the state violence that is #NRPF. No family (&amp; no one) should be forced to live in poverty due to immigration status. If you've any leads on office spaces to rent, let them know! https://t.co/5l2gXDLNMd	0
Un ejemplo de how stupid some people look saying not all men	0
Immigration committee holding special hearings on asylum seekershttps://t.co/d1ni4mcr88This will be interesting. Looking forward to how this plays out. https://t.co/eou3eNybxu	0
"i was also clenching my jaw and further grinding the fuck out of my poor teeth, while saying pleasant things like ""die you fucking bitch, you fucking cunt monster"" as i smashed SOME of my rage out on spidey"	0
Young Woman Gets Loud While She Stuffs Her Cunt https://t.co/ZtEGJD2G26	0
@Itsmainakageni When will the kenyan woman learn to say 'My man' Abi carry ya own Cross not all men are de same #Mainaandkingangi	0
@LoveHipHopVH1 Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing #LHHHReunion	1
@IssaRae Lmao this bitch got no clue what shes even attracted too...show any women vulnerability and shes gonna be… https://t.co/uBxj2EjIfk	0
Can't fall asleep someone come choke me till I pass out you can do whatever you want to my body after I'm passed out #cumslut #slut #horny #wet #pussy #ass #anal #fuck #fuckme #naked #nudes #whore #bitch #naughty #cum #cumtribute #jailbait #blowjob #girls #sex #submissive	0
@netminder68 @vdare If they don’t warrant a pay raise, then these immigrants aren’t as valuable as we’ve been told they are.	1
CANADA SHOULD SEND ALL THE FXIN WELFARE BREEDING REFUGEES BACK TO WHERE THE FX THEY CAME FROM. ENOUGH IS ENOUGH. I AM TIRED OF MY TAX DOLLARS PAYING FOR THESE FXIN WELFARE BREEDERS/ SEND THE ILLEGALS BACK.   ILLEGALS ARE NOT WELCOME. https://t.co/GvDBv5STqg	1
KUNT DONT JOIN ME IF YOU HAVE NEVER DONE CALUS BEFORE. IM NOT HERE TO CARRY. FUCK ME SIDEWAYS!!	0
Italy allows migrants to land in Sicily https://t.co/X5NaaGrQni	0
Statement by @statedeptspox on Nkurunziza's announcement is missing key issues:1ï¸âƒ£—Nothing on the 500.000 #Burundi-an refugees &amp; their return/security 2ï¸âƒ£—Nothing on transitional justice &amp; accountability3ï¸âƒ£— Nothing on Arusha Peace Accord. @AnneSCasper @US_Emb_Burundi https://t.co/rU4kVhldwM	0
Let me tell you something about you that you don't know! #OkayBitch #WomenSuck	1
This bitch scrolled through my shit gave me 1 like lol petty ass hoes	1
@realDonaldTrump @EmmanuelMacron I bet it was an honor. The two of you can now destroy the west with non white immigration together.	1
Does he think women will like him more if he capitulates to their hysterical agenda? Or perhaps he thinks that mock… https://t.co/6ttTEGdzAo	0
Apparently asking a doctor if she wants to come to your room and play doctor, is not an appropriate question	0
My Mather is a slut bitch	1
@MSaveryWhiteway @MoiraSSnews @HPEschools Fucking cunt where's my belt bitch suck my dick and make me cum on your mouth	1
@kunalkamra88 Okey let's build Ram Mandir..? Dare you to answer..!!	0
I've even seen this in express itself in real life recently, truly surreal. Women are losing their minds, which is hysterical	1
@JstBelowTweetz ROBBIE ROTTEN IS NOT STUPID YOU CUNT	0
@TomiLahren Sorry Tomi not all men were raised correctly! I was raised that all women are ladies until they prove otherwise!!!	0
The real key to life is staying ahead of the game	0
Lovely immigrant appreciating her new home... https://t.co/Nn02hnlsgg	0
Trump voters should thank these immigrant firefighters for saving their homes.  https://t.co/Jmg7EV5q7N	0
Immigration gone crazy 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get pain peanuts and are trained and come from the UK	1
Example 01: Boyfriend: 'I think my girlfriend is cheating on me.' Boyfriend's friend: 'Yeah, bitch got a penis!'	1
@Naxiely @monitornews Remember when @PSJAISD supt Dr. Daniel King and @PharrTx police wouldnt lift a finger or bother commenting when an immigrant student was separated from his mother and deported in 2010?	0
18 Images You Won't Believe Exist On Google Maps #QAnon #Elections2018 #CorruptGovernment #GoogleIsCIA #ChildSexTrafficking #AmericaFirst #BuildTheWALL #ThesePeopleAreEVIL #NoDACA #GreatAwakening	1
Don’t distribute them across Spain ( Europe) send them back to Morocco where they came from #migrants  https://t.co/nR0wjgh1PM	1
"Professor Sked 1) The EU is split on so many issues, e.g. over the future of the Eurozone, over migration2) Despite that, he is right to say that #Brexit is likely to be betrayed by all the parties now in Parliament""#MayMustGo#ChuckChequershttps://t.co/0FpX3vWg6u"	0
The government isn’t even trying to reunite the families they forcibly separated.   They need to stop wasting time and fix their crisis.  https://t.co/GFvdg8nOes #EndFamilyDetention #FamiliesBelongTogether	0
Jodie Foster: Hollywood Execs Tried To Rape Me When I Was A Girl https://t.co/8szOnwsbmu	0
@iamdianatapia You are welcome @iamdianatapia looks like we have a common interest in #Immigration - take a look at our site: https://t.co/zqPUN1oKkQ	0
my echo chamber is gonna be negative till immigrant children being held in detention centers are not abused	0
@Limobizqld Your politicians are all new world order globalists. Their intention is to dilute the population and divide the country. This is why migrants from anywhere are so important to them. Get rid of the globalists in government and Oz will once agai	0
Two things to learn from this article.  1) the people pushing wheelchairs in airports basically work for tips. Don’t neglect to show your appreciation.  2) the Huntleigh USA corporation sucks. https://t.co/NhrUIVRe8E https://t.co/IQ04MGxmu0	0
whoever hit my sister’s car then drove off last night you are a broke ass bitch and we about to catch ur stupid ass enjoy that hit and run 🌚	1
Italy's Interior Minister wants to fund pro-Italian family policy with taxes for migrants https://t.co/Xp3fURoEL0	0
This Open Letter From Detained Immigrant Parents To The American People Is Soul-Crushing https://t.co/LcKPxH8y76	0
@Angeleyez_17 @beelvia @SenSanders Slut. Whore. Floozy. Harlot. Skank. Pick whatever word you want, and keep the sa… https://t.co/cLpUl32uDP	1
It appears the left is out of control in Germany as well, son murder and he is the bad guy, they are crazy for sure @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already	1
#AbolishICE Prosecute those responsible for the implementation of inhumane, un-American (and ultimately pointless) policies. #Immigration #PoliceState #Impeach45 @realDonaldTrump @SecNielsen @ICEgov @DHSgov https://t.co/z4NtJe1B92	0
@NewYorkFBI How many more women 'FBI 'sir have to report rape by 'Harvey Weinstein ' before you arrest him. 33 women are not enough for you	0
Guys who call me or others who're, slut, bitch, cunt or whore don't deserve my attention or time. I won't date you.	0
Pokemon Gooooooo fuck yourself	0
Well when you and a hoe are not on the same level and her cunt is skinned open	1
I'm back in it bitch If the head game is right and that pussy feel good Throw a rack at that bitch	1
#no room. Go home immigrants. Maine and part of New Hampshire  are full up! https://t.co/7GTL154Zu4	1
In many areas of the country there are large numbers of immigrants with  less than 2 years of college education, community colleges can be the  best option! Join us April 13 learn more! https://t.co/OUx6UAub5l  @NOVAChamber @NOVA_Prez @NOVAcommcollege @NoVaTechCouncil @novapbs https://t.co/hRFCwC7632	0
#Hypocrisy # #ACA #Immigration#Liberals recently reminded us that #Obamacare is STILL the law of the land,... https://t.co/i2WnFT6Q1y	0
honestly the amount of interalized misogyny n slut shaming I have is incredible. I feel like a whore and an awful person 4 buying condoms 🙃	0
shut the fuck up, Jonghyun died as a decent person who made a lot for the music industry, not as a women abuser bitch	0
@AbiWilks you just contradicted yourself. not all men, not even a few.	0
Illegal aliens STRANGLED DOGS on the Texas border. #BuildThatWall	1
@MDuette I'm truly sorry. I'm sure you'll hear the 'not all men' line, which probably doesn't mean much to you or a… https://t.co/o6AJkACoMV	0
@CAPimmigration WE Know that the 80,000 Americans Killed by Illegals will never be reunited and that is unacceptable Start Mass deportations of All ILLEGALS who have no right to be in the U.S Protect Americans Not Illegals # #Immigration @RealDonaldTrump	1
@SassBaller @zenmoimehin @FoxNews You misspelled 'cunt'. Ugly word, for an ugly woman that turns on her fellow woma… https://t.co/GWykH1V10C	1
@MandyMuse69 Babe, I wanna thank you for having such insane anal scenes. Your scene from Slut Auditions #3 is my all-time fav !	1
In the 1960s, President Kennedy sent home Mexican #immigrants who were said to be holding down wages and taking jobs that could go to honest Americans. Did it lead to higher wages? The answer is a firm no! https://t.co/ndbykWynIC	0
Illegal Alien Awaiting Deportation For Child Rape, Now Caught Producing Child Porn https://t.co/t7FLU2CjEy	1
@dwpandme @ZJemptv Well, not all women are the same, obviously. Not all men are the same. But physically resembling… https://t.co/ZSBn4bdMSi	0
Reason #346738 why some women are stupid af https://t.co/vbzonSrai4	1
Its hard to get in Germany good workers. For these open jobs are waiting many refugees, which are more educated than the local people. https://t.co/TBVHjK3etI	0
Vanguard Eighth Annual Event - Immigration Law: Defending Immigrant Rights and Keeping Families Together | Davis Vanguard https://t.co/x4Gza5QFeY #immigrationlaw #familyseparation https://t.co/MQff8Yk6wI	0
#OpenBorders #Immigration #MS13  #ChildTrafficking  #DrugCartelsWhat the left wants is OPEN BORDERS.  What will that bring the United States?  - High crime- Low wages- An overburdened... https://t.co/sCrPp1Abq5	1
Fuck woman who make false accusations of rape. You are a piece of poop https://t.co/CwcmnjCKKc	1
Refugees from Pakistan ”camp number 16” will go on hunger strike tomorrow. One, Rahman Shah, tells me he is told to go home: ”I do not have a home, I do not know where I belong. I have no rights in the whole world. I am only Rahman from camp number 16.” https://t.co/KxIQmDI10X	0
Spain needs to wake up and wake up quickly. Families are not going to holiday in a country where assault, robbery and rape is rapidly increasing. They can have violent african migrants, they can have millions of holidaymakers but they are not going to be able to have both.	1
@Eminem you are a big piece of white trash you fucking pussy son of a bitch you're a fucking pussy .i'll bitch slap u make u my prison whore	0
* Hundreds of Syrian refugees return home from Lebanon.  https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/Hca40LDstt	0
The United States is a country founded by immigrants and dependent for its success on #immigration. https://t.co/j8YSSVvjFq	0
God that old lady was a cunt. People are so fucking stupid when it comes to being handed money	1
Names of five teenage killers are made public #SendThemBack  https://t.co/wtI2AVyBSD	0
Females are always crying out 'sexism.' Don't they know it goes both ways? Men are suffering every day!	1
A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?	0
@melissafera_ SHUT THE FUCK UP. YOU DUMB WHORE.	1
When you think you finally found the one, then you find out he cries after he cums https://t.co/YVplrt2C8j	0
Highly regarded Army veteran faces deportation. #AAPI https://t.co/Iq4M5LyGUj	0
@rayraynxtdoor A woman saying cunt is the equivalent of a black person saying nigger. They can say it but woe to so… https://t.co/rnG0KG5Utd	0
@keelaiii HaahHahanahA this girl stilllllll going😂 'loner ass no real friends having ass bitch' YASSSSSSSSSSS💁🏽😂💰	1
https://t.co/kqXDJKh9W5#V4 2017ðŸ‘‰Should EU take migrants from #Italy when they already sent 100,000+to roam Europe.All for @matteosalvinimi bt “migrant sharing” a nonsense &amp; plays into hands of Brussels, which seeks to commit EU to mass migration.#Visegrad @hungary_journal	0
14 year old boy wasnt satisfied by an 53 old prostitute and called the police in Germany. He said he was 20, but pays not more than 20 €. https://t.co/4i3PqO873I	0
Nine people killed in booby-trapped house in Mosul, once back from refugee camp https://t.co/WLFAJuFc6j	0
@JaedyMcGuire @RT_com Just choke on your salad sandwich already. Those Men did not die during the Gulf War and do you really think that it did not play on their conscience why they were fighting? They still went anyway. You are directing your crap at the 	0
Talent- Making people feel way more comfortable with me than they should be	0
Maximising support for migrant youth across the #EU https://t.co/mLbbCESaGt	0
@MomoMischief got really excited hearing you on Rico’s stream only to find out you still aren’t streaming because of ram issues. ::lesigh::	0
I hate gender -specific adjectives. Not all women are feminine and not all men are macho.	0
Woman that tell guys 'I just wanna be single for the summer.' are just trying to whore around. Don't come crying to us guys come Fall!	1
@theresa_may you should be ashamed that these companies pay no tax yet @HMRCgovuk will bankrupt normal people of a few 100 pounds. time for change https://t.co/E0WWiUgIYx	0
I never smile and I hate to brag but I can say 'cheese' without smiling too	0
Muslim immigrant who shot a Colorado Springs Police Officer in the head remained in U.S. despite a series of crimes...  https://t.co/4GfT7UIEQp https://t.co/ipOBmKsFZS	0
You girls were working it today @CoryBooker @SenKamalaHarris. Its too bad you both come across as hysterical women.	1
One-Third of 214 Arrested MS-13 Gangsters Were 'Unaccompanied Alien Children' - Breitbart #EndDACA#NoAmnesty#BuildTheWall#ProtectAmerica#EnforceUSLaws#KeepAmericansSafe	1
Never let a girl with unblended shadow, unlined lips, and a non-setting foundation w powder ass bitch tell u shit..have a good day y'all	0
@Whackyrach @PennyRed Just bitch, bitch, bitch because you don’t get the attention you want or the singular self-importance.	1
Immigrant Families Being Reunited https://t.co/nohXUPWMrh	0
Most parents with children swept up by Trump's #ZeroTolerancePolicy are NOT crossing the border illegally. They are presenting themselves at points of entry as political asylum seekers. #ImmigrationLies #ICE @DHSgov @ICEgov https://t.co/PJkqpeNw0Y	0
@CanadianPM Meanwhile, in reality:Diagnosing Canada’s Suicidal Decay: A  Fresh Look at Canada’s  Demographic Shift Vis-Ã -Vis Mass Immigration and  Ethnic Diversity —  Review of Canada in Decay by Ricardo Duchesnehttps://t.co/gYHGLBjijg	0
Immigration means devided nations when those seek ayslum want to demand housing etc when we dont have enough resources to go around trith	0
if the temp is 50 degrees & up in the fall time🍂i will always wear shorts & booties. call me a slut, hoe, or whore idc🙂	0
1 like = 1 more facial hair 🙏🏼 https://t.co/trkScgZWQn	0
@MediaJuggernaut @deoppressolibe2 Omg! Megyn is a skank. You have that right.	1
RT @bnixole: bitch shut the fuck up you're fucking your best friends dad https://t.co/1YR6ydZMgc	1
Border security  and take more migrants in you can find money for non Uk people and a like you can find money when you want for bowing and scraping to Europe there is no digty for our NHS staff no pay rises  disabled and umemployed shamed The torys have lost the trust of the lost	0
@charliekirk11 #Compassion with #CommonSense #BuildThatWall #RuleOfLaw #SecureBorders	1
@angwood15 @GreyJoanna They still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the… https://t.co/g4Sn6faZjq	1
@V_of_Europe Anti immigration party? More like commonsense, sane centrist party. We need more of this.	0
@realDonaldTrump the 12 -year -old hysterical girl look isn't good on a President, ... https://t.co/nn1MNgWr8c	1
Europeans Are Waking Up! | How Even Ordinary People Are Beginning to Take Action Against Immigration - YouTube https://t.co/xU464l93WS	1
Sitting on steps is always massive turn on for those watching. Good girl #stephapproves #slut https://t.co/bdrpSXaZWq	0
We all know there's gonna be some #MAGA nut who sees this, realizes having no uniform &amp; not showing ID has no consequences, has the idea of impersonating an ICE agent with an equally racist friend to 'deal' with the pesky immigrant in their  area https://t.co/8qs4bLkkhj	0
We are still hopeful that we can return in a month or two months. That Burma will accept us along with all the conditions. If they do not, we want the world to give us justice and make it possible for us to go back.  https://t.co/b9gHl0EMsy #Rohingya #MyanmarGenocide	0
@foxandfriends Its not that hard. Build a wall. Make it much, much easier to come into America. Background checks. Don’t pay for illegal immigrants needs. They can get a job and pay taxes or they will have to go back home.	1
We need to change who controls refugees coming in to Idaho.  Get involved--don't just read and share emails. https://t.co/Q73ykK344I	0
Bishop appeals to church groups to take action as migrants now account for 11 percent of reported cases https://t.co/jt0l6E59Kd	0
@LahnaTurner Boner killer? Hardly! I’m sure you’ve heard the joke about the best part of having sex with a preggo.	0
@PierrePoilievre @CPC_HQ Another 1000 immigrants invaded Canada today while you we're looking the other way.It happens every day...To ignore the role of the immigration invasion and White Genocide in the housing disaster isn't just irresponsible, its crim	1
The  Refugee Survival Trust's new bus pass scheme for pregnant asylum  seekers and new mothers is a lifeline for those cannot afford to buy  their own tickets! Please help out our fundraiser if you can â¤ï¸#scotland #refugee #ThursdayThought #charity https://t.co/19dr9KLpvr	0
In addition to the vast problems coming across our open border, 1 RARELY mentioned = drug resistant diseases. TB, superbugs or exotic diseases few Americans have a resistance to. #HouseGOP @SenateGOP @GOP @GOPChairwoman @KellyannePolls @Jim_Jordan #BuildTheWall #BuildThatWall	1
@FoxNews @TuckerCarlson OMG. Enough! Immigration moratorium now!! #Tucker #TuckerCarlsonTonight	1
Facebook's new political advertising policy denounced by immigrant, civil rights groups https://t.co/Vp2PC0AlSa	0
@PaulineHansonOz One hopes it won't be just about numbers of Immigrants but the type of Immigrants we want to allow into our Country!	1
When a door closes go through a window. #BuildThatWall #MAGA via @MailOnline	1
World should manage #refugee crisis humanely https://t.co/sgtAB6IINH #WithRefugees @UNHCR_Kenya @Refugees @refugeeaffairs @drckenya @NRC_HoA @tyrusmaina @imaana102	0
@SportsCenter air time for men =24 hours, women =0 hours. #yesallmen	1
@Amy_Siskind it's about time women spoke up about the abuse they've suffered by the hands of scumbag men. Not all men are scumbags.	0
@MailOnline Les Miserables Banksy for sexual assault victims in France and Germany another do gooder of illegal immigrants not legal	0
Immigrant Teens Say Restraint Chairs Were Used To Strap Them Down In Detention Centers   https://t.co/sbcfBKry65 #SmartNews	0
I feel like post birth abortion should be a thing...	0
When people hear your name it's all some crazy thot nasty bitch Whore shit	1
@reshmakutty1998 I need you pussy	1
No one gives less fucks than the guy that comments 'check your DM, ma' on bitches posts	1
And they still can’t believe @realDonaldTrump won? ðŸ¤·ðŸ»‘â™‚ï¸ They’d better get used to such #winning. #RedWaveRising2018 #Trump2020 #BuildThatWall #EndImmigration #MAGA ðŸ‘ŒðŸ» ðŸ‡ºðŸ‡¸ https://t.co/zvJTWgwJdf	1
Utrecht's cycling lessons for migrants: 'Riding a bike makes me feel more Dutch' https://t.co/KMrzKiv1YT	0
500,000 angry Democrat women swarm Hollywood to protest rampant rape, misogyny and sexism Oh, wait............. Ne… https://t.co/8UZToh3opq	1
@AndrewScheer @richardmartelpc Toronto Has Exceeded Capacity To House Illegal Immigrantshttps://t.co/uw0O0MzCpORemigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nvSome basic truths:  Access to White people is not a human righthttps://t.co/c0g	0
The illegal immigration problem was started by, continued and made worse by government.  100 years ago we had free and open borders to the south and supply and demand for labor determined how many came.	1
@BBCNews littering on the increase ? It would be nice to have some bins to put the litter in , and if there are any bins it would help to empty them frequently #bbcNews	0
When a clingy mutha fucka keeps tryna touch you https://t.co/i6R46vdzpU	0
@_nishya @dabbytorres You have to understand that not all men were raised the right way and you have to protect you… https://t.co/sxDUjHCI5J	0
RT @realDonaldTrump: 'You miss 100% of the shots you don't take.' -- Wayne Gretzky	0
Four activists held in France for escorting migrants over border https://t.co/XUp9bJNSUH https://t.co/3cfSXxFw1i	0
Don't let the world ending distract you from the fact that you're a hoe.	0
When you tryna holla at a bitch and ya boy comes up talkin bout 'this nigga broke AF and likes fingers in his ass' https://t.co/QwsBxKRptk	0
When someone's talking about something other than me https://t.co/e05yH36K0o	0
Only I could get kicked out of a club for just being	0
Massive DNC voter fraud! #CriminalDNC #CorruptDNC #FascistLeft Time for Justice! #DrainTheSwamp #MAGA #TrumpOCaptainMyCaptain #ILOVEICE #BuildThatWall #DeportIllegals	1
'She was acting hysterical' is literally what every misogynist says to describe women who call you out on your bull… https://t.co/2GeIYIB8j2	0
I promise you: Everybody plays the lottery. Uh, no. Only the innumerant. It is going to be VERY hard for the @ajc to cover this woman. She tosses out lunacies not often seen in state wide candidates. Abt 6 fringe positions in this one stop. #gapol #gagov https://t.co/BSEdbB5QFU	0
"We will have representatives at Saturday's ""Share the Journey"" event and facilitating the lunch time refugee... https://t.co/lrCUxyuuRa"	0
@robinthicke hey man! we're finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring	0
Y’all our secretary of transportation during this administration is an immigrant woman of color married to MITCH McCONNELL wth	0
@rosemcgowan Everyone knows women are too dramatic and hysterical. https://t.co/57Ecd8LyVh	1
@realDonaldTrump Please use the Armed Force's to build the wall sir!!!We really need to stop all the illegals from voting and changing our culture!!!#BuildThatWall	1
Don’t you dare call a woman a hoe in front of me, I didn’t spend all this time hoeing to not get my credit! Foh!	0
the fact that cube would rather fuck their whole existence, along with the artists careers under their label to TRY AND PUNISH A RELATIONSHIP IS BEYOND ME. I hope they choke on a dusty ass dick.	0
'aw, does the little slut love when mommy touches them? you're such a whiny mess right now. such a good whore for me, angel.'	0
Hahahahaha fuck off Jurgen you stupid cunt.	0
@Chrissails_ Stfu bitch you sound like a whole ass pussy bro no one cares	1
@vivivict_ Bitch show me attention too you whore	1
Martin Luther King Jr. once said “our lives begin to end the day we become silent about things that matter.” How will the lens of history judge our response to today's global refugee crisis? World Relief CEO Tim Breene reflects on #WorldRefugeeDay. âž https://t.co/S9qhdmv1c2 https://t.co/JpQgSSOw7l	1
#BuildThatWallNow I do not want those vile thugs in our country! #EndChainMigration #EndSanctuaryCities #EndVisaLottery #AngelFamlies	1
@AndrewCMcCarthy A big fat zero #bookerfordogcatcher2020 #KeepAmericaGreat #Trump2020 #BuildThatWall	1
New U.S. Policy Raises Risk of Deportation for Immigrant Victims of Trafficking https://t.co/hdQQYj1ub5	0
Here Illegally you are breaking the law!  The laws states you get deported not a choice ! You dont get to come to the U.S Illegally ,feel Entitled Demand to stay , ake jobs from Citizens and steal U.S Resources #Trump #MAGA #SendThemHome https://t.co/Y9c2Uav5dD	1
For @ArchDigest ’s Clever I wrote about my shifting understanding of home, from those of the displaced communities in Colombia, my grandmother’s handbuilt house, and my own as an immigrant:  https://t.co/6a2G1JTeSj	0
Stand with immigrant communities. Add your name against the citizenship question that will undermine accuracy of the census and underfund our communities. #SaveTheCensus. https://t.co/sWqQRgNh7e	0
I'm a couple days late, but you should read this story from @JFreports on the real estate business of immigrant detention centers: https://t.co/UPKCiMl93L	0
fucking cunt whore slut pussy bitch fuck you	1
Hilarious!! Shrieking hysterical women are annoying. Regardless of what point they are trying to get across. Just be an adult.	1
#IHearYou After sharing 'me too', seeing all of the i hear you tweets when I was expecting more Not all men.... sincerely, Thank you	0
Is there a connection to immigration? Exam question is: are we bringing in impoverished people to be impoverished here? The pictures I've seen clearly shows the majority are immigrants. https://t.co/3xPMnIQFZC	1
I understand why men don’t like women very much anymore. I do. #notallmen (Right, Left?) https://t.co/njFKNDSHZw	0
If the issue is military rape, it's, 'What do you expect if men and women are sleeping in the same tents?' Then it's back to #NotAllMen. 3/8	0
Don't know why you love da whore her pussy like open doors 🚪	1
"Here's a prime example of bringing in the wrong kind of refugees. These vile creatures are only in it for what they can get, they don't want to contribute anything to the new country. This type of ""refugee"" needs to stay in the refugee camps or go home. Beware #Canada. https://t.co/u9PLpfg3kU"	1
@phiphibb If YOU fuck the rapist then its not rape.	1
@chriswoods1978 Yeah do the right thing and vote for the Sweden Democrats Sweden for Swedes not 3rd world rapefugee terrorists! #MakeSwedenGreatAgain	1
When you find your ex on tinder https://t.co/35UTO8JHVS	0
@FoxNews We need our ARMY down there to #StopTheInvasion!!!WHERE ARE THEY that is More Important than defending our national border against this constant onslaught of hostile foreign invaders?!!?!??!	1
MS-13 gang member breaks into Brooklyn, NY 2nd floor apartment and rapes girl. #BuildTheDamnWall #NoAmnesty #NoDACA #IllegalImmigration #IllegalAliens #IllegalAlien #MS13	1
NEXT TIME I SEE A WOMAN IN PUBLIC TRYING TO 'GO ABOUT HER DAY' I'll remind her that without men, this society would just be a bunch of WOM	1
Perhaps it's true that #notallmen are sexual predators, but all women are potential prey. https://t.co/IpC3VNJMH3	1
@realDonaldTrump Great speec Mr. President. I would suggest change to KEEP AMERICA GREAT after u #BuildThatWall that u promised and to make Mexico pay for it. Please keep the #promisesmade and #DoWhatYouSaid.	1
Illegal Alien Mother turned her juvenile daughter over to a Rapist to sneak them into the U.S. for a job #Democrats #KeepFamilesTogether Scam Caused this  #RedNationRising #Trump #MAGA #WalkAway  #Immigration https://t.co/smtVhFFJZ6 - @washtimes	0
@erinralph53 Couldn't agree more! Refreshing to see a woman who feels the same	0
bc were women, we automatically get labeled as a slut or whore when attacked, or accused of wanting it. too much goes unheard #metoo	0
Sharia in Germany - Syrian Muslim refugee beheaded his wife because she did not obey him - Free Speech Time - https://t.co/FrE7koP8xC @ISupport_Israel	1
Co worker- happy hump day! Me- https://t.co/FgLqvnMhFf	0
An argument can be made, this exists in our costly prison systems as well.America first begins to address this#AmericaFirst #BuildThatWall #WalkAwayFromDemocrats	1
I wanna start correcting idiots on here saying stupid shit but that's a rabbit hole you never come back from and I have shit to do usually o	0
@StormyDaniels Going to take a lot more than a skank like you! #wearethestorm	1
Anxious migrant mother awaits reunion with child https://t.co/O5eCrbIlSv	0
Reagan was the #1 bitch whore of corporate America, next comes.... vote the GOP out. https://t.co/X9l1cuUClG	0
@Montel_Williams @realDonaldTrump You were on the line listening to the call. You take a radical hysterical delusio… https://t.co/th58j3RGws	0
@MagicaHalfNegro Ty Davis did you just Not All Men me	0
@winstonred100 My little commie skank look at you!!! Im so proud	1
@Kaira_slays Third I DO NOT remember calling her a slut or a whore or a bitch o saying anything else at all so char… https://t.co/m0HyFWTUbL	0
@realDonaldTrump Trump, the only thing you worship is Putin’s dick and money.	0
As far as im concerned #Refugees not welcome . https://t.co/TPwjj0LQDp	1
This Democrat Wants You to Pay Every Illegal Immigrant for Coming to the US https://t.co/Yro2UkX5By https://t.co/IPJsKtXlMa	1
In case you though most international migrants were in Europe, latest figure shows the US has the most!!!  And... https://t.co/b4FUcv5uJB	0
